country_name,iso3,date,year,month,electricity_demand_mwh,solar_generation_mwh,wind_generation_mwh,temperature_c,population_millions,gdp_usd,latitude,longitude,data_source,notes
Germany,DEU,2022-06-01,2022,6,51046.2,,5461.3,20.22,83.2,"4,156,800",51.2,10.4,demo_v1,
Spain,ESP,2020-09-01,2020,9,30101.9,,1720.5,15.02,47.4,"2,331,600",40.5,-3.7,demo_v1,
Germany,DEU,2021-12-01,2021,12,67111.8,3519.2,1863.7,-2.61,83.2,"4,149,600",51.2,10.4,demo_v1,
Germany,DEU,2022-08-01,2022,8,49191.0,2632.8,132.0,17.57,83.2,"4,159,200",51.2,10.4,demo_v1,
France,FRA,2020-08-01,2020,8,44639.0,1815.4,7419.6,21.38,67.8,"3,860,400",46.2,2.2,demo_v1,
Spain,ESP,2022-06-01,2022,6,29465.4,1225.5,2489.7,18.73,47.4,"2,356,800",40.5,-3.7,demo_v1,
France,FRA,2023-01-01,2023,1,68805.8,,672.5,-2.56,67.8,"3,895,200",46.2,2.2,demo_v1,
France,FRA,2021-02-01,2021,2,63199.6,4207.8,9193.4,-0.35,67.8,"3,867,600",46.2,2.2,demo_v1,
Germany,DEU,2023-08-01,2023,8,55796.6,,4218.1,18.14,83.2,"4,173,600",51.2,10.4,demo_v1,
France,FRA,2023-10-01,2023,10,57548.0,1711.4,7965.7,10.44,67.8,"3,906,000",46.2,2.2,demo_v1,
Spain,ESP,2021-10-01,2021,10,34706.4,,2285.5,10.44,47.4,"2,347,200",40.5,-3.7,demo_v1,
Spain,ESP,2021-02-01,2021,2,38517.9,,4532.8,-0.11,47.4,"2,337,600",40.5,-3.7,demo_v1,
France,FRA,2023-07-01,2023,7,46388.7,1725.0,4962.4,21.63,67.8,"3,902,400",46.2,2.2,demo_v1,
France,FRA,2022-03-01,2022,3,62753.1,,7842.9,0.85,67.8,"3,883,200",46.2,2.2,demo_v1,
Spain,ESP,2022-12-01,2022,12,41328.6,2555.9,4622.6,0.93,47.4,"2,364,000",40.5,-3.7,demo_v1,
France,FRA,2021-06-01,2021,6,45621.4,1606.0,732.8,20.33,67.8,"3,872,400",46.2,2.2,demo_v1,
Germany,DEU,2020-12-01,2020,12,69167.5,3538.4,4936.3,2.67,83.2,"4,135,200",51.2,10.4,demo_v1,
Germany,DEU,2023-01-01,2023,1,75942.3,4540.2,7634.8,-2.95,83.2,"4,165,200",51.2,10.4,demo_v1,
Spain,ESP,2023-05-01,2023,5,30909.6,1473.5,4389.3,15.03,47.4,"2,370,000",40.5,-3.7,demo_v1,
France,FRA,2020-09-01,2020,9,49595.0,,9064.9,19.42,67.8,"3,861,600",46.2,2.2,demo_v1,
Spain,ESP,2020-12-01,2020,12,37059.5,2468.4,3640.7,-3.07,47.4,"2,335,200",40.5,-3.7,demo_v1,
Spain,ESP,2023-01-01,2023,1,38952.9,,3181.6,-2.77,47.4,"2,365,200",40.5,-3.7,demo_v1,
Germany,DEU,2020-09-01,2020,9,54779.2,3892.3,3802.6,17.54,83.2,"4,131,600",51.2,10.4,demo_v1,
Germany,DEU,2021-02-01,2021,2,69147.3,4265.4,6605.5,-0.17,83.2,"4,137,600",51.2,10.4,demo_v1,
France,FRA,2021-01-01,2021,1,62675.6,,0.0,0.43,67.8,"3,866,400",46.2,2.2,demo_v1,
Germany,DEU,2023-02-01,2023,2,73310.9,2956.0,3987.7,-1.07,83.2,"4,166,400",51.2,10.4,demo_v1,
Spain,ESP,2023-11-01,2023,11,39644.1,2219.7,4492.1,4.66,47.4,"2,377,200",40.5,-3.7,demo_v1,
France,FRA,2021-04-01,2021,4,54730.5,,5411.1,6.98,67.8,"3,870,000",46.2,2.2,demo_v1,
Spain,ESP,2022-02-01,2022,2,38145.5,2374.7,4363.9,1.88,47.4,"2,352,000",40.5,-3.7,demo_v1,
Germany,DEU,2023-05-01,2023,5,57631.6,,4016.7,18.06,83.2,"4,170,000",51.2,10.4,demo_v1,
Germany,DEU,2021-01-01,2021,1,67253.6,,453.5,1.14,83.2,"4,136,400",51.2,10.4,demo_v1,
Spain,ESP,2021-11-01,2021,11,35781.6,1106.5,2666.0,3.99,47.4,"2,348,400",40.5,-3.7,demo_v1,
France,FRA,2022-04-01,2022,4,57890.7,2224.4,3082.4,11.08,67.8,"3,884,400",46.2,2.2,demo_v1,
France,FRA,2023-05-01,2023,5,54767.0,1240.1,3501.1,15.94,67.8,"3,900,000",46.2,2.2,demo_v1,
Germany,DEU,2022-12-01,2022,12,71399.7,1683.4,5238.0,-2.69,83.2,"4,164,000",51.2,10.4,demo_v1,
Germany,DEU,2020-08-01,2020,8,46328.6,,4931.8,17.74,83.2,N/A,51.2,10.4,demo_v1,
Spain,ESP,2023-10-01,2023,10,34745.4,2330.5,2678.0,9.75,47.4,"2,376,000",40.5,-3.7,demo_v1,
Spain,ESP,2021-03-01,2021,3,35691.8,2038.6,1907.5,1.88,47.4,"2,338,800",40.5,-3.7,demo_v1,
Germany,DEU,2022-04-01,2022,4,62406.3,1682.5,2832.9,8.99,83.2,"4,154,400",51.2,10.4,demo_v1,
France,FRA,2023-08-01,2023,8,47395.3,1732.5,6464.4,21.5,67.8,"3,903,600",46.2,2.2,demo_v1,
Spain,ESP,2020-06-01,2020,6,26550.1,813.3,2501.5,22.48,47.4,"2,328,000",40.5,-3.7,demo_v1,
Spain,ESP,2020-04-01,2020,4,31104.6,,2457.8,8.9,47.4,"2,325,600",40.5,-3.7,demo_v1,
Spain,ESP,2023-03-01,2023,3,38689.9,,4024.2,6.13,47.4,"2,367,600",40.5,-3.7,demo_v1,
France,FRA,2022-06-01,2022,6,47138.2,2443.3,5340.7,23.57,67.8,"3,886,800",46.2,2.2,demo_v1,
Spain,ESP,2022-10-01,2022,10,34972.6,2256.2,2255.2,8.65,47.4,"2,361,600",40.5,-3.7,demo_v1,
Germany,DEU,2023-03-01,2023,3,65615.4,1243.3,6915.9,3.62,83.2,"4,167,600",51.2,10.4,demo_v1,
Germany,DEU,2021-08-01,2021,8,47599.5,2064.5,2835.4,22.16,83.2,"4,144,800",51.2,10.4,demo_v1,
Germany,DEU,2020-06-01,2020,6,47916.5,,6317.6,20.82,83.2,"4,128,000",51.2,10.4,demo_v1,
France,FRA,2020-10-01,2020,10,54501.9,3209.8,0.0,11.28,67.8,"3,862,800",46.2,2.2,demo_v1,
Germany,DEU,2023-09-01,2023,9,62398.3,2284.6,8879.1,14.71,83.2,"4,174,800",51.2,10.4,demo_v1,
France,FRA,2020-12-01,2020,12,59173.3,3341.5,2907.4,-1.05,67.8,"3,865,200",46.2,2.2,demo_v1,
France,FRA,2021-12-01,2021,12,64262.9,3982.7,5243.3,-0.15,67.8,"3,879,600",46.2,2.2,demo_v1,
France,FRA,2022-11-01,2022,11,63734.2,,1255.2,3.67,67.8,"3,892,800",46.2,2.2,demo_v1,
Spain,ESP,2023-12-01,2023,12,40521.8,1361.0,3450.8,0.77,47.4,"2,378,400",40.5,-3.7,demo_v1,
Germany,DEU,2023-04-01,2023,4,63227.9,3781.8,660.5,8.43,83.2,"4,168,800",51.2,10.4,demo_v1,
Germany,DEU,2020-10-01,2020,10,58072.3,0.0,5569.7,9.88,83.2,"4,132,800",51.2,10.4,demo_v1,
France,FRA,2020-01-01,2020,1,62286.8,1987.4,817.2,-4.87,67.8,"3,852,000",46.2,2.2,demo_v1,
Germany,DEU,2020-11-01,2020,11,62940.7,1675.3,4283.4,3.64,83.2,"4,134,000",51.2,10.4,demo_v1,
Spain,ESP,2023-08-01,2023,8,29361.7,798.7,2995.6,21.93,47.4,"2,373,600",40.5,-3.7,demo_v1,
Germany,DEU,2022-07-01,2022,7,50942.1,3870.8,6415.1,,83.2,"4,158,000",51.2,10.4,demo_v1,
France,FRA,2022-02-01,2022,2,67961.7,,3072.0,-1.45,67.8,"3,882,000",46.2,2.2,demo_v1,
Germany,DEU,2022-05-01,2022,5,55849.8,2255.2,5480.8,,83.2,"4,155,600",51.2,10.4,demo_v1,
France,FRA,2021-10-01,2021,10,53798.6,2143.3,0.0,,67.8,"3,877,200",46.2,2.2,demo_v1,
Spain,ESP,2022-05-01,2022,5,29151.0,878.8,2721.8,17.78,47.4,"2,355,600",40.5,-3.7,demo_v1,
France,FRA,2022-10-01,2022,10,58716.0,2558.3,7475.6,10.85,67.8,"3,891,600",46.2,2.2,demo_v1,
Germany,DEU,2022-11-01,2022,11,67932.0,,2052.9,3.89,83.2,"4,162,800",51.2,10.4,demo_v1,
France,FRA,2021-08-01,2021,8,45709.1,3354.8,4490.3,,67.8,"3,874,800",46.2,2.2,demo_v1,
Germany,DEU,2022-10-01,2022,10,61052.2,1967.0,6526.2,14.52,83.2,"4,161,600",51.2,10.4,demo_v1,
France,FRA,2022-12-01,2022,12,66473.9,,1481.4,2.88,67.8,"3,894,000",46.2,2.2,demo_v1,
Germany,DEU,2020-03-01,2020,3,59943.5,625.3,0.0,2.94,83.2,"4,124,400",51.2,10.4,demo_v1,
Germany,DEU,2021-06-01,2021,6,49168.6,,4784.5,22.14,83.2,"4,142,400",51.2,10.4,demo_v1,
Spain,ESP,2022-09-01,2022,9,30004.3,,3061.7,12.96,47.4,"2,360,400",40.5,-3.7,demo_v1,
France,FRA,2020-04-01,2020,4,52013.4,,7234.4,9.95,67.8,"3,855,600",46.2,2.2,demo_v1,
Germany,DEU,2023-11-01,2023,11,67224.3,4205.2,5784.7,1.91,83.2,"4,177,200",51.2,10.4,demo_v1,
France,FRA,2023-09-01,2023,9,53991.7,,6078.1,14.84,67.8,"3,904,800",46.2,2.2,demo_v1,
Spain,ESP,2022-03-01,2022,3,38151.0,1539.7,2510.6,5.65,47.4,"2,353,200",40.5,-3.7,demo_v1,
Germany,DEU,2021-11-01,2021,11,66039.1,5315.7,4311.2,3.59,83.2,"4,148,400",51.2,10.4,demo_v1,
Germany,DEU,2022-03-01,2022,3,64750.4,1350.0,5053.2,6.96,83.2,"4,153,200",51.2,10.4,demo_v1,
Spain,ESP,2020-05-01,2020,5,29212.6,,2143.4,13.6,47.4,"2,326,800",40.5,-3.7,demo_v1,
France,FRA,2022-07-01,2022,7,46557.9,,2873.4,20.16,67.8,"3,888,000",46.2,2.2,demo_v1,
Germany,DEU,2021-05-01,2021,5,52381.6,,6204.1,16.14,83.2,"4,141,200",51.2,10.4,demo_v1,
France,FRA,2023-06-01,2023,6,48314.4,,3521.3,16.19,67.8,"3,901,200",46.2,2.2,demo_v1,
Spain,ESP,2020-03-01,2020,3,34315.9,,3827.9,4.44,47.4,"2,324,400",40.5,-3.7,demo_v1,
Spain,ESP,2020-11-01,2020,11,34062.1,148.8,1744.9,-0.02,47.4,"2,334,000",40.5,-3.7,demo_v1,
France,FRA,2020-11-01,2020,11,58257.2,,6196.5,3.32,67.8,"3,864,000",46.2,2.2,demo_v1,
Germany,DEU,2023-06-01,2023,6,53667.8,1172.9,2646.4,22.0,83.2,"4,171,200",51.2,10.4,demo_v1,
France,FRA,2020-05-01,2020,5,46939.6,,4107.8,,67.8,"3,856,800",46.2,2.2,demo_v1,
France,FRA,2023-11-01,2023,11,67457.9,2220.1,6787.1,2.8,67.8,"3,907,200",46.2,2.2,demo_v1,
Spain,ESP,2021-12-01,2021,12,38396.1,431.6,2547.3,-2.1,47.4,"2,349,600",40.5,-3.7,demo_v1,
Spain,ESP,2022-11-01,2022,11,37116.5,1821.1,3630.0,6.36,47.4,"2,362,800",40.5,-3.7,demo_v1,
Spain,ESP,2021-07-01,2021,7,25572.1,774.3,3487.6,22.09,47.4,"2,343,600",40.5,-3.7,demo_v1,
Spain,ESP,2023-09-01,2023,9,31601.4,1545.5,2621.4,21.65,47.4,"2,374,800",40.5,-3.7,demo_v1,
Germany,DEU,2020-01-01,2020,1,64935.0,,4745.9,-1.84,83.2,"4,122,000",51.2,10.4,demo_v1,
France,FRA,2023-02-01,2023,2,67202.2,,4832.8,-1.67,67.8,"3,896,400",46.2,2.2,demo_v1,
Spain,ESP,2022-01-01,2022,1,38764.4,,3631.0,-0.21,47.4,"2,350,800",40.5,-3.7,demo_v1,
Spain,ESP,2021-04-01,2021,4,32551.1,931.7,2665.5,10.19,47.4,"2,340,000",40.5,-3.7,demo_v1,
Spain,ESP,2020-08-01,2020,8,26656.2,,3793.8,18.22,47.4,"2,330,400",40.5,-3.7,demo_v1,
France,FRA,2021-05-01,2021,5,50283.5,2192.8,3895.5,15.85,67.8,"3,871,200",46.2,2.2,demo_v1,
France,FRA,2021-09-01,2021,9,50009.6,2377.6,3614.7,15.83,67.8,"3,876,000",46.2,2.2,demo_v1,
France,FRA,2022-01-01,2022,1,69299.0,2167.4,4811.1,-3.04,67.8,"3,880,800",46.2,2.2,demo_v1,
Spain,ESP,2021-01-01,2021,1,37127.1,,3188.0,-1.99,47.4,"2,336,400",40.5,-3.7,demo_v1,
France,FRA,2020-02-01,2020,2,61598.3,2029.2,4293.5,0.03,67.8,"3,853,200",46.2,2.2,demo_v1,
France,FRA,2020-07-01,2020,7,44780.2,1974.3,6264.7,26.11,67.8,"3,859,200",46.2,2.2,demo_v1,
Germany,DEU,2021-04-01,2021,4,61153.3,3300.1,4805.3,8.84,83.2,"4,140,000",51.2,10.4,demo_v1,
France,FRA,2023-12-01,2023,12,68997.9,5809.8,6392.1,-1.39,67.8,"3,908,400",46.2,2.2,demo_v1,
Germany,DEU,2023-03-01,2023,3,65615.4,1243.3,6915.9,3.62,83.2,"4,167,600",51.2,10.4,demo_v1,
Germany,DEU,2023-10-01,2023,10,64214.1,894.9,4002.4,11.97,83.2,"4,176,000",51.2,10.4,demo_v1,
France,FRA,2023-03-01,2023,3,64780.4,1950.7,4531.1,5.96,67.8,"3,897,600",46.2,2.2,demo_v1,
Spain,ESP,2022-08-01,2022,8,28756.4,,1566.3,17.48,47.4,"2,359,200",40.5,-3.7,demo_v1,
Spain,ESP,2023-02-01,2023,2,41205.7,1484.0,1477.1,2.5,47.4,"2,366,400",40.5,-3.7,demo_v1,
Spain,ESP,2021-09-01,2021,9,29495.4,1228.3,249.7,13.7,47.4,"2,346,000",40.5,-3.7,demo_v1,
France,FRA,2022-08-01,2022,8,46590.9,,3129.5,16.44,67.8,"3,889,200",46.2,2.2,demo_v1,
Germany,DEU,2021-10-01,2021,10,58504.7,2906.7,4945.0,8.01,83.2,"4,147,200",51.2,10.4,demo_v1,
France,FRA,2020-03-01,2020,3,58194.6,2378.8,5772.0,2.22,67.8,"3,854,400",46.2,2.2,demo_v1,
Germany,DEU,2023-07-01,2023,7,52678.2,532.2,8285.6,23.2,83.2,"4,172,400",51.2,10.4,demo_v1,
Spain,ESP,2023-07-01,2023,7,29069.8,1439.4,1780.6,23.58,47.4,"2,372,400",40.5,-3.7,demo_v1,
Germany,DEU,2020-02-01,2020,2,64142.1,4562.2,4896.9,-4.79,83.2,N/A,51.2,10.4,demo_v1,
Germany,DEU,2022-02-01,2022,2,70242.1,3811.7,9781.8,-0.79,83.2,"4,152,000",51.2,10.4,demo_v1,
